name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
san francisco,2007-02-09,59.2,55.1,56.9,59.2,55.1,56.9,53.7,89,0.343,100,79.17,rain,,,,13.2,142.5,1018.2,99.9,8.2,,,,,2007-02-09T07:06:16,2007-02-09T17:42:02,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-10,60.2,55.6,57.3,60.2,55.6,57.3,54.5,90.5,0.915,100,95.83,rain,,,33.3,13.4,152.9,1012.6,98.8,6.7,,,,,2007-02-10T07:05:13,2007-02-10T17:43:08,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-11,58.9,49.5,54.7,58.9,49.5,54.7,48.9,81.1,0.135,100,29.17,rain,,,,13.5,262.6,1015,71.1,9.7,,,,,2007-02-11T07:04:08,2007-02-11T17:44:14,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-12,57.1,45.9,49.9,57.1,43.6,49.3,44.9,83.6,0.26,100,20.83,rain,,,,13.3,143.5,1018.8,74.8,9.6,,,,,2007-02-12T07:03:01,2007-02-12T17:45:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-13,56.4,46.7,51.2,56.4,45.2,50.4,44.9,79.8,0,0,0,,,,,14,294.5,1021.5,64.9,9.9,,,,,2007-02-13T07:01:54,2007-02-13T17:46:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-14,58.7,43.9,50.6,58.7,41.1,49.8,44.8,80.9,0,0,0,,,,30,16.2,303.8,1027.7,42.9,9.5,,,,,2007-02-14T07:00:45,2007-02-14T17:47:30,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-15,61.7,47.4,53.6,61.7,43.6,52.7,48.6,83.7,0,0,0,,,,32.2,15.6,280.2,1031.6,56.2,9.6,,,,,2007-02-15T06:59:35,2007-02-15T17:48:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-16,69.7,45.6,56.4,69.7,45.6,56.4,47.1,74.3,0.005,100,4.17,rain,,,,11.9,285.4,1029,40.9,7.6,,,,,2007-02-16T06:58:23,2007-02-16T17:49:40,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-17,70.2,50.9,60.2,70.2,50.9,60.2,46.1,61.5,0,0,0,,,,36.9,21.1,288.2,1020.9,53.3,10.3,,,,,2007-02-17T06:57:11,2007-02-17T17:50:44,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-18,58.6,47.5,52.7,58.6,44.5,51.8,44.5,74.4,0,0,0,,,,34.4,16.2,268.2,1013.4,44.1,9.7,,,,,2007-02-18T06:55:57,2007-02-18T17:51:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-19,60.7,45.4,52,60.7,41.4,50.3,40.1,65.6,0,0,0,,,,36.9,17.9,284.4,1015.2,23.3,10.7,,,,,2007-02-19T06:54:43,2007-02-19T17:52:52,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-20,57.5,47.6,52.6,57.5,43.8,51.6,43.3,71.1,0,0,0,,,,30,13.9,241.2,1021.8,83.1,10.1,,,,,2007-02-20T06:53:27,2007-02-20T17:53:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-21,58,50.4,54.1,58,50.4,54.1,45.8,73.8,0,0,0,,,,33.3,17.8,159,1017.5,95,10.2,,,,,2007-02-21T06:52:11,2007-02-21T17:54:58,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-22,54.9,45.1,49.4,54.9,40.1,46.9,41.8,75.8,0.51,100,50,rain,,,36.9,18.5,208.8,1012.4,87.1,9.1,,,,,2007-02-22T06:50:53,2007-02-22T17:56:01,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-23,53.8,42.9,47.6,53.8,37,44.4,35.9,64.6,0.028,100,16.67,rain,,,35.6,17.5,275.3,1021.9,37.1,10.6,,,,,2007-02-23T06:49:35,2007-02-23T17:57:03,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-24,56.3,42.9,49.9,56.3,40.1,48.6,42.3,75.4,0.134,100,20.83,rain,,,40.3,21.5,162.5,1022.8,92.5,9,,,,,2007-02-24T06:48:15,2007-02-24T17:58:05,0.26,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-25,54.9,49.1,52,54.9,46.3,51.6,43.9,74.4,0.135,100,62.5,rain,,,38,20.3,227.7,1017.1,95.4,9.2,,,,,2007-02-25T06:46:55,2007-02-25T17:59:07,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-26,54,44.9,50.2,54,37.9,48.7,45.1,82.6,0.699,100,79.17,rain,,,42.5,24.9,212.3,1014.6,98.5,8.2,,,,,2007-02-26T06:45:34,2007-02-26T18:00:09,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-27,52.2,40.4,45.3,52.2,36.1,41.3,38.1,76,0.146,100,54.17,rain,,,36.9,19.2,204.8,1014.2,79.3,10.1,,,,,2007-02-27T06:44:12,2007-02-27T18:01:10,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-02-28,52.1,41,46,52.1,37.2,43.2,36.4,69.8,0.039,100,16.67,rain,,,33.3,20.7,279.2,1019.6,52.9,10.4,,,,,2007-02-28T06:42:49,2007-02-28T18:02:10,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-01,54.4,40.3,47,54.4,36.4,45.4,39,74.1,0,0,0,,,,,14.9,250.1,1025.3,63.4,9.7,,,,,2007-03-01T06:41:26,2007-03-01T18:03:11,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-02,59.3,39.4,49.5,59.3,37.9,49.1,41.8,75.7,0,0,0,,,,31.1,16.5,288,1026.8,18.5,10.5,,,,,2007-03-02T06:40:02,2007-03-02T18:04:11,0.49,Clear,Clear conditions throughout the day.,clear-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-03,62.5,44,54,62.5,42,53.7,43.8,70,0,0,0,,,,,9.2,54.8,1025.1,44.7,10.5,,,,,2007-03-03T06:38:37,2007-03-03T18:05:11,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-04,65.6,49,56.6,65.6,49,56.6,45.6,68.3,0,0,0,,,,,9.8,312.6,1023.3,82.1,9.8,,,,,2007-03-04T06:37:12,2007-03-04T18:06:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-05,67.3,51.8,57.3,67.3,51.8,57.3,44.9,64,0,0,0,,,,,12.5,281.9,1020.8,60.3,10,,,,,2007-03-05T06:35:46,2007-03-05T18:07:09,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-06,63.8,45.4,53.5,63.8,43.1,53.1,46.8,78.7,0,0,0,,,,,17.4,294.7,1020.6,44.5,9.5,,,,,2007-03-06T06:34:19,2007-03-06T18:08:08,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-07,60.4,49.3,54,60.4,49.2,54,47.1,77.8,0.001,100,4.17,rain,,,,15.5,268.7,1020.2,82.2,9.8,,,,,2007-03-07T06:32:52,2007-03-07T18:09:07,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-08,58.8,45,52,58.8,41.2,51.2,43.2,72.6,0,0,0,,,,,17.1,284.4,1021.4,55.2,10.1,,,,,2007-03-08T06:31:24,2007-03-08T18:10:05,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-09,59.6,47.9,53.3,59.6,44.8,52.5,44.2,71.7,0,0,0,,,,,13.1,276,1021.6,72.9,10.3,,,,,2007-03-09T06:29:56,2007-03-09T18:11:03,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-10,65.8,46.2,54.9,65.8,45.9,54.7,48,78.5,0,0,0,,,,,14.6,295.2,1022.6,45.8,10.1,,,,,2007-03-10T06:28:28,2007-03-10T18:12:01,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-11,78.7,48.9,61.4,78.7,48.9,61.4,49.6,68.2,0,0,0,,,,33.3,10.9,312.9,1021.2,39.3,10.6,,,,,2007-03-11T07:26:59,2007-03-11T19:12:59,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-12,75.1,53,62.6,75.1,53,62.6,52.4,70.8,0.004,100,4.17,rain,,,,12.1,304.2,1018.3,51.8,10.3,,,,,2007-03-12T07:25:30,2007-03-12T19:13:56,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-13,66,52.7,58.1,66,52.7,58.1,50.9,77.7,0,0,0,,,,31.1,19.1,289.1,1017.3,28,10.3,,,,,2007-03-13T07:24:00,2007-03-13T19:14:53,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-14,62.1,48.7,55.1,62.1,47.2,55,45.9,72.2,0,0,0,,,,30,18.2,280.5,1020.3,53.3,9.9,,,,,2007-03-14T07:22:30,2007-03-14T19:15:50,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-15,74.6,46.4,58.3,74.6,44.4,58.1,45.4,66,0,0,0,,,,,11.9,309.7,1018.3,18.2,9.9,,,,,2007-03-15T07:21:00,2007-03-15T19:16:47,0.92,Clear,Clear conditions throughout the day.,clear-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-16,76.2,49.4,60.6,76.2,49.4,60.6,48,65.7,0,0,0,,,,,12.5,306.6,1016.7,4.7,10.2,,,,,2007-03-16T07:19:29,2007-03-16T19:17:44,0.96,Clear,Clear conditions throughout the day.,clear-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-17,59.1,50.5,54.7,59.1,50.5,54.7,48.5,80,0,0,0,,,,32.2,16.8,282.1,1017.1,38.3,9.3,,,,,2007-03-17T07:17:58,2007-03-17T19:18:40,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-18,62.3,51.3,54.9,62.3,51.3,54.9,48.3,78.8,0,0,0,,,,57.5,17.5,268.4,1017.1,76.4,10.2,,,,,2007-03-18T07:16:28,2007-03-18T19:19:36,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-19,61.8,49.7,55.1,61.8,47.1,55,48.1,77.7,0,0,0,,,,,16.4,277.1,1017,72.4,10.1,,,,,2007-03-19T07:14:57,2007-03-19T19:20:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-20,58,49.8,54.8,58,46.1,54.7,48.7,79.9,0.108,100,25,rain,,,42.5,23.1,254.3,1016.3,82.4,9.3,,,,,2007-03-20T07:13:25,2007-03-20T19:21:28,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-21,63.9,45.9,54.3,63.9,42.7,53.2,41.7,64.9,0.003,100,4.17,rain,,,,18.7,293.2,1016,27.2,10.9,,,,,2007-03-21T07:11:54,2007-03-21T19:22:24,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72493023230,72495593227,72492723285,72493893231,72494023234"
san francisco,2007-03-22,70.3,46.8,56.9,70.3,44.9,56.6,40.9,58.9,0,0,0,,,,34.4,20.5,290.6,1014.8,47.8,10.7,,,,,2007-03-22T07:10:23,2007-03-22T19:23:19,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72493023230,72495593227,72492723285,72493893231,72494023234"
